parser,id,text,category,gold_intent,gold_target_lane,pred_intent,pred_target_lane,pred_source,fallback,intent_correct,target_correct,exact_match,lane_targeting_applicable,lane_targeting_correct,fp_oos_applicable,fp_oos,latency_ms_mean,latency_ms_min,latency_ms_max
rule,u146,remain where you are,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.023193999368231744,0.023193999368231744,0.023193999368231744
rule,u147,no lane change,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.01627100027690176,0.01627100027690176,0.01627100027690176
rule,u148,keep going in the same lane,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.026248999347444624,0.026248999347444624,0.026248999347444624
rule,u149,do not move to another lane,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.016912001228774898,0.016912001228774898,0.016912001228774898
rule,u150,maintain this lane,out_of_scope_or_negative,KEEP_CURRENT_LANE,,KEEP_CURRENT_LANE,,rule,False,True,True,True,False,False,True,False,0.02296399907208979,0.02296399907208979,0.02296399907208979
llm,u001,change to lane 1,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2313.465739000094,2313.465739000094,2313.465739000094
llm,u002,change to lane 2,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2347.34894200119,2347.34894200119,2347.34894200119
llm,u003,switch to lane one,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2131.2497170001734,2131.2497170001734,2131.2497170001734
llm,u004,switch to lane two,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2314.857581999604,2314.857581999604,2314.857581999604
llm,u005,move into lane 1,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2308.915180999975,2308.915180999975,2308.915180999975
llm,u006,move into lane 2,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2372.3338110012264,2372.3338110012264,2372.3338110012264
llm,u007,merge into lane one,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2231.2722589995246,2231.2722589995246,2231.2722589995246
llm,u008,merge into lane two,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2243.420333001268,2243.420333001268,2243.420333001268
llm,u009,go to lane 1,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2272.9910199996084,2272.9910199996084,2272.9910199996084
llm,u010,go to lane 2,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2239.226175001022,2239.226175001022,2239.226175001022
llm,u011,take lane number one,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2455.9900120002567,2455.9900120002567,2455.9900120002567
llm,u012,take lane number two,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2310.605275999478,2310.605275999478,2310.605275999478
llm,u013,enter lane 1,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2319.4317020006565,2319.4317020006565,2319.4317020006565
llm,u014,enter lane 2,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2264.2110449996835,2264.2110449996835,2264.2110449996835
llm,u015,shift to lane one,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2212.78577099838,2212.78577099838,2212.78577099838
llm,u016,shift to lane two,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2253.375448000952,2253.375448000952,2253.375448000952
llm,u017,transfer to lane 1,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2333.4876829994755,2333.4876829994755,2333.4876829994755
llm,u018,transfer to lane 2,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2321.922523999092,2321.922523999092,2321.922523999092
llm,u019,get into lane number one,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2322.674304999964,2322.674304999964,2322.674304999964
llm,u020,get into lane number two,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2344.5454539996717,2344.5454539996717,2344.5454539996717
llm,u021,move over to lane 1,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2285.9736360005627,2285.9736360005627,2285.9736360005627
llm,u022,move over to lane 2,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2380.0035069998557,2380.0035069998557,2380.0035069998557
llm,u023,set lane one as the target,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2278.3425119996537,2278.3425119996537,2278.3425119996537
llm,u024,set lane two as the target,direct_imperative,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2283.1825479988765,2283.1825479988765,2283.1825479988765
llm,u025,proceed to lane 1,direct_imperative,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2316.4883099998406,2316.4883099998406,2316.4883099998406
llm,u026,could you move to the left lane,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2371.9635189991095,2371.9635189991095,2371.9635189991095
llm,u027,could you move to the right lane,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2317.0980850009073,2317.0980850009073,2317.0980850009073
llm,u028,please head over to lane 1,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2321.533697999257,2321.533697999257,2321.533697999257
llm,u029,please head over to lane 2,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2307.7110110007197,2307.7110110007197,2307.7110110007197
llm,u030,would you switch to the inner lane,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2323.020649000682,2323.020649000682,2323.020649000682
llm,u031,would you switch to the outer lane,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2320.7174859999213,2320.7174859999213,2320.7174859999213
llm,u032,can you take lane one please,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2279.7350079999887,2279.7350079999887,2279.7350079999887
llm,u033,can you take lane two please,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2253.133751999485,2253.133751999485,2253.133751999485
llm,u034,i'd like you to merge into the left lane,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2372.396658998696,2372.396658998696,2372.396658998696
llm,u035,i'd like you to merge into the right lane,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2259.496783000941,2259.496783000941,2259.496783000941
llm,u036,"when convenient, move to lane 1",polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2307.104829000309,2307.104829000309,2307.104829000309
llm,u037,"when convenient, move to lane 2",polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2342.870149999726,2342.870149999726,2342.870149999726
llm,u038,please slide over to the inner lane,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2278.5256349998235,2278.5256349998235,2278.5256349998235
llm,u039,please slide over to the outer lane,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2370.88634400061,2370.88634400061,2370.88634400061
llm,u040,could we go to lane number one,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2284.4174379988544,2284.4174379988544,2284.4174379988544
llm,u041,could we go to lane number two,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2379.8856299999898,2379.8856299999898,2379.8856299999898
llm,u042,would it be possible to take the left side,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2484.0439449999394,2484.0439449999394,2484.0439449999394
llm,u043,would it be possible to take the right side,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2467.4262949993135,2467.4262949993135,2467.4262949993135
llm,u044,please make your way to the first lane,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2391.1987119990954,2391.1987119990954,2391.1987119990954
llm,u045,please make your way to the second lane,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2356.1254119995283,2356.1254119995283,2356.1254119995283
llm,u046,can you bring us into lane one,polite_indirect,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2280.4490800008352,2280.4490800008352,2280.4490800008352
llm,u047,can you bring us into lane two,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2272.027925999282,2272.027925999282,2272.027925999282
llm,u048,please settle into the inner lane,polite_indirect,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,ollama:qwen3:8b,False,False,True,False,True,True,False,False,2393.8364810001076,2393.8364810001076,2393.8364810001076
llm,u049,please settle into the outer lane,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2309.9635649996344,2309.9635649996344,2309.9635649996344
llm,u050,could you line up with lane 2,polite_indirect,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2365.8727599995473,2365.8727599995473,2365.8727599995473
llm,u051,take the inner lane,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2304.4241510015127,2304.4241510015127,2304.4241510015127
llm,u052,take the outer lane,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2317.416346000755,2317.416346000755,2317.416346000755
llm,u053,merge to the left,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2485.6295680001494,2485.6295680001494,2485.6295680001494
llm,u054,merge to the right,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2469.7010290001344,2469.7010290001344,2469.7010290001344
llm,u055,move to the left side,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2521.523362998778,2521.523362998778,2521.523362998778
llm,u056,move to the right side,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2521.377660001235,2521.377660001235,2521.377660001235
llm,u057,shift into the first lane,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2424.4874070009246,2424.4874070009246,2424.4874070009246
llm,u058,shift into the second lane,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2341.5802250001434,2341.5802250001434,2341.5802250001434
llm,u059,go to the inner one,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2456.8558009996195,2456.8558009996195,2456.8558009996195
llm,u060,go to the outer one,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2404.48017000017,2404.48017000017,2404.48017000017
llm,u061,enter the left lane,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2320.4460320012004,2320.4460320012004,2320.4460320012004
llm,u062,enter the right lane,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2308.3156110005802,2308.3156110005802,2308.3156110005802
llm,u063,use the first lane,spatial_referential,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,ollama:qwen3:8b,False,False,True,False,True,True,False,False,2344.114974999684,2344.114974999684,2344.114974999684
llm,u064,use the second lane,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2285.3526159997273,2285.3526159997273,2285.3526159997273
llm,u065,slide left,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2671.5034280005057,2671.5034280005057,2671.5034280005057
llm,u066,slide right,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,,ollama:qwen3:8b,False,True,False,False,True,False,False,False,2565.2163770009793,2565.2163770009793,2565.2163770009793
llm,u067,head into the inner lane,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2353.145236000273,2353.145236000273,2353.145236000273
llm,u068,head into the outer lane,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2318.1729600000835,2318.1729600000835,2318.1729600000835
llm,u069,choose the left side,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2455.3298149985494,2455.3298149985494,2455.3298149985494
llm,u070,choose the right side,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2506.1771670007147,2506.1771670007147,2506.1771670007147
llm,u071,align with the first lane,spatial_referential,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,ollama:qwen3:8b,False,False,True,False,True,True,False,False,2446.7629899991152,2446.7629899991152,2446.7629899991152
llm,u072,align with the second lane,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2369.624463999571,2369.624463999571,2369.624463999571
llm,u073,move toward the inner side,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2494.422179999674,2494.422179999674,2494.422179999674
llm,u074,move toward the outer side,spatial_referential,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2472.0894010006305,2472.0894010006305,2472.0894010006305
llm,u075,get over to the left lane,spatial_referential,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2351.8092049998813,2351.8092049998813,2351.8092049998813
llm,u076,change lanes,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2551.5144400014833,2551.5144400014833,2551.5144400014833
llm,u077,switch lanes,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2437.862729999324,2437.862729999324,2437.862729999324
llm,u078,switch over,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2339.00980999897,2339.00980999897,2339.00980999897
llm,u079,move over,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2403.8742460015783,2403.8742460015783,2403.8742460015783
llm,u080,slide over,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2423.1080660010775,2423.1080660010775,2423.1080660010775
llm,u081,merge over,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2223.8110120015335,2223.8110120015335,2223.8110120015335
llm,u082,go to the other lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2377.8031720012223,2377.8031720012223,2377.8031720012223
llm,u083,take the other lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2578.147125999749,2578.147125999749,2578.147125999749
llm,u084,get into the other lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2620.08094399971,2620.08094399971,2620.08094399971
llm,u085,shift to the other side,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2329.833988000246,2329.833988000246,2329.833988000246
llm,u086,move to the other one,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2392.6761180009635,2392.6761180009635,2392.6761180009635
llm,u087,go to the other one,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2363.8121690000844,2363.8121690000844,2363.8121690000844
llm,u088,leave this lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2407.0370990011725,2407.0370990011725,2407.0370990011725
llm,u089,get out of this lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2310.4359200006,2310.4359200006,2310.4359200006
llm,u090,change over to a different lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2382.6397709999583,2382.6397709999583,2382.6397709999583
llm,u091,move into a different lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2870.931510999071,2870.931510999071,2870.931510999071
llm,u092,switch to a different lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2404.5022030004475,2404.5022030004475,2404.5022030004475
llm,u093,take another lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2581.432152999696,2581.432152999696,2581.432152999696
llm,u094,shift lanes now,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2687.758825999481,2687.758825999481,2687.758825999481
llm,u095,make a lane change,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2232.5084830008564,2232.5084830008564,2232.5084830008564
llm,u096,adjust to another lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2649.3393130003824,2649.3393130003824,2649.3393130003824
llm,u097,reposition to another lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2325.0244169994403,2325.0244169994403,2325.0244169994403
llm,u098,move over a bit,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2684.017883000706,2684.017883000706,2684.017883000706
llm,u099,pick a lane,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2424.051652998969,2424.051652998969,2424.051652998969
llm,u100,get over there,ambiguous_or_underspecified,CHANGE_LANE,,CHANGE_LANE,,ollama:qwen3:8b,False,True,True,True,False,False,False,False,2221.817177000048,2221.817177000048,2221.817177000048
llm,u101,chnge to lane1,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2338.1745030001184,2338.1745030001184,2338.1745030001184
llm,u102,swich to lane2,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2302.1604669993394,2302.1604669993394,2302.1604669993394
llm,u103,lane1 plz,typos_and_casual,CHANGE_LANE,lane1,FOLLOW_LANE,lane1,ollama:qwen3:8b,False,False,True,False,True,True,False,False,2322.2698489989853,2322.2698489989853,2322.2698489989853
llm,u104,lane2 plz,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2282.509554999706,2282.509554999706,2282.509554999706
llm,u105,go lft lane,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2546.574813000916,2546.574813000916,2546.574813000916
llm,u106,go rght lane,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2492.8726769994682,2492.8726769994682,2492.8726769994682
llm,u107,move 2 lane one,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2244.7887289999926,2244.7887289999926,2244.7887289999926
llm,u108,move 2 lane two,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2280.6229360012367,2280.6229360012367,2280.6229360012367
llm,u109,pls go to left lane,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2369.5099569995364,2369.5099569995364,2369.5099569995364
llm,u110,pls go to right lane,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2348.5409029999573,2348.5409029999573,2348.5409029999573
llm,u111,take inner ln,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2406.3111020004726,2406.3111020004726,2406.3111020004726
llm,u112,take outer ln,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2400.922922000973,2400.922922000973,2400.922922000973
llm,u113,chnge lanes to lane 1,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2329.2193779998343,2329.2193779998343,2329.2193779998343
llm,u114,chnge lanes to lane 2,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2307.0856589984032,2307.0856589984032,2307.0856589984032
llm,u115,swtich to first lane,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2461.241508000967,2461.241508000967,2461.241508000967
llm,u116,swtich to second lane,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2365.032374000293,2365.032374000293,2365.032374000293
llm,u117,go left pls,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2422.3474339996756,2422.3474339996756,2422.3474339996756
llm,u118,go right pls,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2506.7896580003435,2506.7896580003435,2506.7896580003435
llm,u119,get in lane one pls,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2313.780634000068,2313.780634000068,2313.780634000068
llm,u120,get in lane two pls,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2307.15398799839,2307.15398799839,2307.15398799839
llm,u121,lane one now pls,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2347.1507069989457,2347.1507069989457,2347.1507069989457
llm,u122,lane two now pls,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2301.7031770014,2301.7031770014,2301.7031770014
llm,u123,movee to lane 1,typos_and_casual,CHANGE_LANE,lane1,CHANGE_LANE,lane1,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2363.602183000694,2363.602183000694,2363.602183000694
llm,u124,movee to lane 2,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2345.460373999231,2345.460373999231,2345.460373999231
llm,u125,go right lane lol,typos_and_casual,CHANGE_LANE,lane2,CHANGE_LANE,lane2,ollama:qwen3:8b,False,True,True,True,True,True,False,False,2480.877591000535,2480.877591000535,2480.877591000535
llm,u126,turn on the headlights,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,ollama:qwen3:8b,False,True,True,True,False,False,True,False,1923.2814859988139,1923.2814859988139,1923.2814859988139
llm,u127,turn off the headlights,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,ollama:qwen3:8b,False,True,True,True,False,False,True,False,1843.8024079987372,1843.8024079987372,1843.8024079987372
llm,u128,open the window,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,ollama:qwen3:8b,False,True,True,True,False,False,True,False,2149.1426100001263,2149.1426100001263,2149.1426100001263
llm,u129,close the window,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,ollama:qwen3:8b,False,True,True,True,False,False,True,False,2216.536873000223,2216.536873000223,2216.536873000223
llm,u130,play some music,out_of_scope_or_negative,UNKNOWN,,UNKNOWN,,ollama:qwen3:8b,False,True,True,True,False,False,True,False,2155.9584199985693,2155.9584199985693,2155.9584199985693
